,entity_id,1,2,3,4,5,6,7,8,9,10,11,12,Restaurants,Shopping centres,Shops,Fairs and Markets,Petrol station,Cafes,Hotels,Wine Cellars & Quintas,Museums & Thematic Centres,Local accommodations,Fado houses,Religious temples,Tea house,Police stations and fire station,"Libraries, archives and documentation centres",Guest houses,Youth hostels,Club,Bar,"Statues, Sculptures & Fountains",Bridges,Monuments,"Casinos, bingo and arcade",Exhibition centers & art galleries,"Hospitals, health centres and clinics",Gardens and Parks,Concert halls,Car assistance,Embassies and consulates,Tourism offices,Rentals,Theatres,Tourist apartments,"Airports, Airfields and Heliports","Spas, saunas and hot springs",Pharmacies,Post offices,Beaches,Car park,Cemeteries,Transport company,Sports facility,View points,Cinema,Citizens advice,Roads and squares,Ice cream parlor,Education,Services
0,CT10Z2,0.13218703137107196,0.12925337607407364,0.10382628670668319,0.13922716523738335,0.12637956954030413,0.12283835562759761,0.1320741083852419,0.1397620431133538,0.13678576693034114,0.13107338823367481,0.1266355183927501,0.12145559364054517,0.7784453653403659,0.7663348042071384,0.7059770325160043,0.8615070860748077,0.7625862357262301,0.8449504736647417,0.771439654035132,0.0,0.5867876786826429,0.7483663285007046,0.0,0.7396512958847377,0.0,0.6721398057493213,0.7690163589009364,0.70365699623295,0.6569759585903938,0.8679758614668869,0.5378151942210772,0.6010785950989318,0.9709290059995136,0.6282448864793393,0.0,0.6059901396271371,0.4798643732484256,0.7114999678972362,0.7060700592445776,0.6144618545247549,0.3852356612206768,0.0,0.6842383564842015,0.8389295619433306,0.634432389568694,0.0,0.8073449164216242,0.800899715878845,0.8161873294388782,0.0,0.5600736405752124,0.7936726308206532,0.7577123353550765,0.6394557730633523,0.6597426594605862,0.0,0.8786602049940826,0.7148416235355517,0.8790591292135999,0.69173644718009,0.9168301881558234
1,CT10Z3,0.21186244857167547,0.2144777280913598,0.24364547684670496,0.22759625009199352,0.2256042127522027,0.24049366399645097,0.2298505264619376,0.21550679602023665,0.22381106532710376,0.2268542501132943,0.21533166532684428,0.20239919667042688,0.8083155113490472,0.7663348042071384,0.8404029403644178,0.9352981725663936,0.59048653531861,0.9269970628814174,0.9276214742747984,0.0,0.6279234207230632,0.8921346808970494,0.0,0.6818456255519656,0.7582770771044296,0.9227137594045369,0.6269620989119139,0.7861094722127778,0.8419755243578473,0.9640070359617317,0.8802005577768031,0.7786731734821418,0.0,0.6073557426663909,0.0,0.6941396896693038,0.7265250662901479,0.6052804004290584,0.8657513250608071,0.8170459762141051,0.5425109682836624,0.0,0.7276009691288996,0.9141095676731372,0.634432389568694,0.0,0.5591489208916905,0.9032926773227904,1.0,0.0,0.7854573083167586,0.5336793821405685,0.5920261519508633,0.4920311079189424,0.57762279715789,1.0,0.8786602049940826,0.8385191787754438,0.9559140281391526,1.0000000000000002,0.9654902752576572
2,CT10Z4,0.2554978633714266,0.26097316266741666,0.2053033387073749,0.1661641268854129,0.20297272795669083,0.20671789137206095,0.1793755373804063,0.1795433218530573,0.18422676080932948,0.17654559601229594,0.24516899234170159,0.27824193549797843,0.5291949983942352,0.8958549653703942,0.41081772240338776,0.5119298703930664,0.59048653531861,0.4347321655076556,0.519274700857808,0.0,0.5867876786826429,0.2858783155146808,0.0,0.4081783969744284,0.6083019297875242,0.0,0.7069843474109561,0.3480584601620929,0.3950115486675549,0.0,0.3744242991915989,0.3831360590451885,0.0,0.40402598294315584,1.0,0.4501863201201385,0.154295899716664,0.36612939497019625,0.4970752568622038,0.501913996977768,1.0,0.0,0.4624779591891003,0.0,0.471329101391097,0.0,0.6933609615051988,0.40795306613654203,0.6281348274656112,0.0,0.5193898570487193,0.5336793821405685,0.32875681328018025,0.4920311079189424,0.0,0.8912624505747451,0.5332775262994239,0.4822800973705745,0.0,0.5215713996244821,0.0
3,CT10Z5,0.2216221760495846,0.22695180309448723,0.2104936636902876,0.19988905644225693,0.2205806249009989,0.21614061597630055,0.23105666414972717,0.18572653650355456,0.2418547806289861,0.23952226131495888,0.22432069279911435,0.22830352067108317,0.4673039256611716,0.8958549653703942,0.3868720660362744,0.5119298703930664,0.4003897078523811,0.4347321655076556,0.4229484045891912,0.0,0.6948886616994506,0.2858783155146808,0.0,0.5285178057343938,0.6083019297875242,0.0,0.8203796574436283,0.0,0.0,0.0,0.29592808497933004,0.43356083561659975,0.9366664269709216,0.4965652681664754,0.0,0.7920130313476322,0.154295899716664,0.6052804004290584,0.7060700592445776,0.501913996977768,0.7616392520099136,0.0,0.3828989714113341,0.5460719120052526,0.5655501883954692,0.0,0.38624462782318175,0.2765988032515416,0.43422350020725387,0.0,0.5600736405752124,0.7936726308206532,0.32875681328018025,0.3139449181142961,0.7242611910460774,0.8912624505747451,0.0,0.5739856167982562,0.0,0.7570198105000773,0.0
4,CT10Z8,0.28954943125199606,0.26907746136035404,0.2481565455133858,0.23401554581221046,0.22885951793299014,0.24665052131266604,0.23588100954201582,0.21662241517412945,0.23639158224463394,0.23588684371996096,0.2187660129387267,0.26993997341217335,0.4808028937235666,0.7663348042071384,0.278303801041661,0.5119298703930664,0.59048653531861,0.0,0.4500260745431408,0.0,0.5373218395267578,0.0,0.0,0.4081783969744284,0.4164968797107407,0.0,0.5080108692258151,0.3480584601620929,0.0,0.0,0.3744242991915989,0.3086211707748111,0.0,0.40402598294315584,1.0,0.4501863201201385,0.154295899716664,0.22123361712143125,0.4970752568622038,0.3772902888058338,0.8491132138759051,0.0,0.3828989714113341,0.0,0.0,0.0,0.5591489208916905,0.4657836271616805,0.8161873294388782,0.0,0.3695876815289153,0.5336793821405685,0.32875681328018025,0.6394557730633523,0.0,0.0,0.0,0.4822800973705745,0.0,0.0,0.0
5,CT10Z9,0.20365302060641693,0.2060290632010066,0.1908077630108993,0.16976575081376996,0.19061042445691978,0.19709677357978336,0.21283400903646074,0.20199920920428682,0.22203822270360674,0.21356604443648108,0.20542566914094754,0.212371853939717,0.453117665934764,0.0,0.25781881010348706,0.0,0.7625862357262301,0.0,0.5767156051814188,0.0,0.3804449663719556,0.6593308340759279,0.0,0.4081783969744284,0.4164968797107407,0.6721398057493213,0.0,0.5376348823125965,0.5106881540333389,0.0,0.5378151942210772,0.6010785950989318,0.0,0.40402598294315584,0.0,0.4501863201201385,0.4798643732484256,0.4913455350449753,0.4970752568622038,0.501913996977768,0.3852356612206768,0.0,0.4624779591891003,0.0,0.2961115336107552,0.0,0.38624462782318175,0.7138449861875106,0.8161873294388782,0.0,0.4750158067309167,0.5336793821405685,0.546436384539879,0.6394557730633523,0.4581038752925969,0.0,0.0,0.0,0.0,0.5215713996244821,0.0
6,CT11Z1,0.2147704426708882,0.21093101425104022,0.21179401824325475,0.2375691917807116,0.24875836644663657,0.2513879793273713,0.26131561239303247,0.2410065717025255,0.20344997361396494,0.1947725788520501,0.19400630317526033,0.19850428488644054,0.8359371504982832,0.7663348042071384,0.8064007830915383,0.8615070860748077,0.7625862357262301,0.88902001959852,0.8740599094052662,0.0,0.7490762739886335,0.8454765933104879,0.9516487811553824,0.8136425830485094,0.4164968797107407,0.9227137594045369,0.7069843474109561,0.7861094722127778,0.8028798543616625,0.8679758614668869,0.6724593621812632,0.7786731734821418,0.9885112861272406,0.7125541104319171,0.0,0.6372370997851189,0.4798643732484256,0.7114999678972362,0.7060700592445776,0.6144618545247549,0.3852356612206768,0.9365838054292772,0.7276009691288996,0.8789880244352815,0.7372609574909066,0.0,0.8073449164216242,0.821899634681619,0.8161873294388782,0.0,0.6666500157759387,0.7936726308206532,0.7836854938226865,0.4920311079189424,0.7242611910460774,0.8912624505747451,0.8786602049940826,0.8568055616826337,0.9559140281391526,0.69173644718009,0.9654902752576572
7,CT11Z2,0.37795879430443274,0.3681889125435137,0.37322141411902165,0.38367243213624,0.37808021996482605,0.39302274580847363,0.40543739333318496,0.5351934729254542,0.5784138465404124,0.6115303666145041,0.5497367609722217,0.40265417878725646,0.840347981449728,0.7663348042071384,0.761772590698136,0.8615070860748077,0.7625862357262301,0.8604559978004206,0.8833373660929404,0.0,0.6279234207230632,0.8576270003526144,0.0,0.7657491330510203,0.4164968797107407,0.9227137594045369,0.7069843474109561,0.7861094722127778,0.8028798543616625,0.8679758614668869,0.6539752025985861,0.7230272531649138,0.9709290059995136,0.6282448864793393,0.0,0.6059901396271371,0.5677256722193874,0.7114999678972362,0.7060700592445776,0.7188058441423104,0.3852356612206768,0.9365838054292772,0.8061683877031055,0.8389295619433306,0.7222650016966011,0.0,0.8073449164216242,0.8426259291672386,0.8161873294388782,0.0,0.6983711314789911,0.7936726308206532,0.8532687187151866,0.6394557730633523,0.6597426594605862,0.8912624505747451,0.8786602049940826,0.8186778959847947,0.9559140281391526,0.69173644718009,0.9654902752576572
8,CT11Z3,0.18804320814945347,0.18860313587481023,0.17303875606145852,0.1693105435264094,0.17860093531233606,0.1905604970173225,0.20227596058307326,0.20149129083246625,0.20028854024293666,0.20038100709043669,0.1938291834081732,0.2142633044998102,0.9970596237540276,0.8958549653703942,0.9895375984969444,1.0,0.4983336731541304,0.9906024513719964,1.0,0.9953081855915852,0.9617620105675956,1.0,1.0,1.0,0.7582770771044296,1.0,1.0,0.9740173153481684,0.9721262050736348,0.9640070359617317,0.992463939563112,1.0,0.9709290059995136,0.9819099308157424,0.0,0.8352377592537349,0.6495452369600349,0.7114999678972362,1.0,0.7188058441423104,1.0,1.0,1.0,0.9739361704656916,0.9609876937166356,1.0,0.8073449164216242,0.9032926773227904,0.6281348274656112,0.0,0.9786288213551028,0.0,0.9320799152127148,0.4920311079189424,0.938570554180026,1.0,0.8786602049940826,1.0,1.0,0.9587181136295552,1.0
9,CT11Z4,,,0.0,0.23205351389753726,0.31566607101693595,0.34664023856727544,0.3998501378795882,0.37552794175823195,0.3951097347784563,,,,0.5178336112908686,0.8958549653703942,0.41081772240338776,0.5119298703930664,0.6782726419440781,0.4347321655076556,0.4978089568767414,0.0,0.5373218395267578,0.2858783155146808,0.0,0.4750134096433956,0.6083019297875242,0.0,0.7069843474109561,0.5376348823125965,0.5106881540333389,0.0,0.4285371507672465,0.3831360590451885,0.0,0.40402598294315584,1.0,0.4955196704218486,0.2775376108865744,0.22123361712143125,0.4970752568622038,0.501913996977768,1.0,0.0,0.4624779591891003,0.0,0.471329101391097,0.0,0.5591489208916905,0.40795306613654203,0.6281348274656112,0.0,0.5193898570487193,0.5336793821405685,0.32875681328018025,0.4920311079189424,0.0,0.8912624505747451,0.5332775262994239,0.4822800973705745,0.0,0.5215713996244821,0.0
10,CT11Z5,0.19434257880559608,0.1934186026950629,0.18053903155841364,0.17404508116549128,0.19199080422759818,0.20220523446989652,0.20905567647604326,0.19848531075260237,0.20779796497400713,0.20513840618148813,0.20106837406076863,0.2020964579345657,0.4673039256611716,0.8958549653703942,0.3868720660362744,0.5119298703930664,0.4003897078523811,0.4347321655076556,0.4229484045891912,0.0,0.6948886616994506,0.2858783155146808,0.0,0.5285178057343938,0.6083019297875242,0.0,0.8203796574436283,0.0,0.0,0.0,0.29592808497933004,0.43356083561659975,0.9366664269709216,0.45612692218784495,0.0,0.7920130313476322,0.154295899716664,0.6052804004290584,0.7060700592445776,0.501913996977768,0.7616392520099136,0.0,0.3828989714113341,0.5460719120052526,0.5655501883954692,0.0,0.38624462782318175,0.2765988032515416,0.43422350020725387,0.0,0.5600736405752124,0.7936726308206532,0.32875681328018025,0.3139449181142961,0.7242611910460774,0.0,0.0,0.5739856167982562,0.0,0.7570198105000773,0.0
