,entity_id,0,1,2,3,4,5,6,Restaurants,Shopping centres,Shops,Fairs and Markets,Petrol station,Cafes,Hotels,Wine Cellars & Quintas,Museums & Thematic Centres,Local accommodations,Fado houses,Religious temples,Tea house,Police stations and fire station,"Libraries, archives and documentation centres",Guest houses,Youth hostels,Club,Bar,"Statues, Sculptures & Fountains",Bridges,Monuments,"Casinos, bingo and arcade",Exhibition centers & art galleries,"Hospitals, health centres and clinics",Gardens and Parks,Concert halls,Car assistance,Embassies and consulates,Tourism offices,Rentals,Theatres,Tourist apartments,"Airports, Airfields and Heliports","Spas, saunas and hot springs",Pharmacies,Post offices,Beaches,Car park,Cemeteries,Transport company,Sports facility,View points,Cinema,Citizens advice,Roads and squares,Ice cream parlor,Education,Services
0,CT10Z2,0.13155122002721073,0.1314559094487124,0.1302557032152859,0.1354802305929057,0.13547254114275098,0.12305606655257534,0.11193561425148776,0.7784453653403659,0.7663348042071384,0.7059770325160043,0.8615070860748077,0.7625862357262301,0.8449504736647417,0.771439654035132,0.0,0.5867876786826429,0.7483663285007046,0.0,0.7396512958847377,0.0,0.6721398057493213,0.7690163589009364,0.70365699623295,0.6569759585903938,0.8679758614668869,0.5378151942210772,0.6010785950989318,0.9709290059995136,0.6282448864793393,0.0,0.6059901396271371,0.4798643732484256,0.7114999678972362,0.7060700592445776,0.6144618545247549,0.3852356612206768,0.0,0.6842383564842015,0.8389295619433306,0.634432389568694,0.0,0.8073449164216242,0.800899715878845,0.8161873294388782,0.0,0.5600736405752124,0.7936726308206532,0.7577123353550765,0.6394557730633523,0.6597426594605862,0.0,0.8786602049940826,0.7148416235355517,0.8790591292135999,0.69173644718009,0.9168301881558234
1,CT10Z3,0.23246019212848695,0.2363153814757491,0.23230171479672446,0.2430730613069506,0.2521766636427751,0.20293365747834502,0.16257540932860357,0.8083155113490472,0.7663348042071384,0.8404029403644178,0.9352981725663936,0.59048653531861,0.9269970628814174,0.9276214742747984,0.0,0.6279234207230632,0.8921346808970494,0.0,0.6818456255519656,0.7582770771044296,0.9227137594045369,0.6269620989119139,0.7861094722127778,0.8419755243578473,0.9640070359617317,0.8802005577768031,0.7786731734821418,0.0,0.6073557426663909,0.0,0.6941396896693038,0.7265250662901479,0.6052804004290584,0.8657513250608071,0.8170459762141051,0.5425109682836624,0.0,0.7276009691288996,0.9141095676731372,0.634432389568694,0.0,0.5591489208916905,0.9032926773227904,1.0,0.0,0.7854573083167586,0.5336793821405685,0.5920261519508633,0.4920311079189424,0.57762279715789,1.0,0.8786602049940826,0.8385191787754438,0.9559140281391526,1.0000000000000002,0.9654902752576572
2,CT10Z4,0.22315848370916422,0.23043202871817994,0.23167119570265696,0.22879762190061242,0.2341447898210001,0.18761669608178874,0.14627241606543617,0.5291949983942352,0.8958549653703942,0.41081772240338776,0.5119298703930664,0.59048653531861,0.4347321655076556,0.519274700857808,0.0,0.5867876786826429,0.2858783155146808,0.0,0.4081783969744284,0.6083019297875242,0.0,0.7069843474109561,0.3480584601620929,0.3950115486675549,0.0,0.3744242991915989,0.3831360590451885,0.0,0.40402598294315584,1.0,0.4501863201201385,0.154295899716664,0.36612939497019625,0.4970752568622038,0.501913996977768,1.0,0.0,0.4624779591891003,0.0,0.471329101391097,0.0,0.6933609615051988,0.40795306613654203,0.6281348274656112,0.0,0.5193898570487193,0.5336793821405685,0.32875681328018025,0.4920311079189424,0.0,0.8912624505747451,0.5332775262994239,0.4822800973705745,0.0,0.5215713996244821,0.0
3,CT10Z5,0.23664991664479323,0.24085684377173966,0.24882087748818726,0.24948796049005686,0.2577545552903355,0.182599362755735,0.12760021468826743,0.4673039256611716,0.8958549653703942,0.3868720660362744,0.5119298703930664,0.4003897078523811,0.4347321655076556,0.4229484045891912,0.0,0.6948886616994506,0.2858783155146808,0.0,0.5285178057343938,0.6083019297875242,0.0,0.8203796574436283,0.0,0.0,0.0,0.29592808497933004,0.43356083561659975,0.9366664269709216,0.4965652681664754,0.0,0.7920130313476322,0.154295899716664,0.6052804004290584,0.7060700592445776,0.501913996977768,0.7616392520099136,0.0,0.3828989714113341,0.5460719120052526,0.5655501883954692,0.0,0.38624462782318175,0.2765988032515416,0.43422350020725387,0.0,0.5600736405752124,0.7936726308206532,0.32875681328018025,0.3139449181142961,0.7242611910460774,0.8912624505747451,0.0,0.5739856167982562,0.0,0.7570198105000773,0.0
4,CT10Z8,0.24799661544470059,0.24741942672872325,0.2497050203427952,0.25272866401885896,0.2581800376430676,0.24006999667184026,0.21294840760890577,0.4808028937235666,0.7663348042071384,0.278303801041661,0.5119298703930664,0.59048653531861,0.0,0.4500260745431408,0.0,0.5373218395267578,0.0,0.0,0.4081783969744284,0.4164968797107407,0.0,0.5080108692258151,0.3480584601620929,0.0,0.0,0.3744242991915989,0.3086211707748111,0.0,0.40402598294315584,1.0,0.4501863201201385,0.154295899716664,0.22123361712143125,0.4970752568622038,0.3772902888058338,0.8491132138759051,0.0,0.3828989714113341,0.0,0.0,0.0,0.5591489208916905,0.4657836271616805,0.8161873294388782,0.0,0.3695876815289153,0.5336793821405685,0.32875681328018025,0.6394557730633523,0.0,0.0,0.0,0.4822800973705745,0.0,0.0,0.0
5,CT10Z9,0.20530850118620025,0.20555517352940955,0.20746914075162545,0.21085446366958166,0.216051671262558,0.20089579686872402,0.1691473051412406,0.453117665934764,0.0,0.25781881010348706,0.0,0.7625862357262301,0.0,0.5767156051814188,0.0,0.3804449663719556,0.6593308340759279,0.0,0.4081783969744284,0.4164968797107407,0.6721398057493213,0.0,0.5376348823125965,0.5106881540333389,0.0,0.5378151942210772,0.6010785950989318,0.0,0.40402598294315584,0.0,0.4501863201201385,0.4798643732484256,0.4913455350449753,0.4970752568622038,0.501913996977768,0.3852356612206768,0.0,0.4624779591891003,0.0,0.2961115336107552,0.0,0.38624462782318175,0.7138449861875106,0.8161873294388782,0.0,0.4750158067309167,0.5336793821405685,0.546436384539879,0.6394557730633523,0.4581038752925969,0.0,0.0,0.0,0.0,0.5215713996244821,0.0
6,CT11Z1,0.22160882892625214,0.22110398521104996,0.21928888909210173,0.22399633429260823,0.23081157705839203,0.2317638758954154,0.20791520630770027,0.8359371504982832,0.7663348042071384,0.8064007830915383,0.8615070860748077,0.7625862357262301,0.88902001959852,0.8740599094052662,0.0,0.7490762739886335,0.8454765933104879,0.9516487811553824,0.8136425830485094,0.4164968797107407,0.9227137594045369,0.7069843474109561,0.7861094722127778,0.8028798543616625,0.8679758614668869,0.6724593621812632,0.7786731734821418,0.9885112861272406,0.7125541104319171,0.0,0.6372370997851189,0.4798643732484256,0.7114999678972362,0.7060700592445776,0.6144618545247549,0.3852356612206768,0.9365838054292772,0.7276009691288996,0.8789880244352815,0.7372609574909066,0.0,0.8073449164216242,0.821899634681619,0.8161873294388782,0.0,0.6666500157759387,0.7936726308206532,0.7836854938226865,0.4920311079189424,0.7242611910460774,0.8912624505747451,0.8786602049940826,0.8568055616826337,0.9559140281391526,0.69173644718009,0.9654902752576572
7,CT11Z2,0.44989476114581073,0.4544238584808431,0.44763994449437977,0.4518433198053173,0.46161932562398306,0.44521098264256576,0.414348955002666,0.840347981449728,0.7663348042071384,0.761772590698136,0.8615070860748077,0.7625862357262301,0.8604559978004206,0.8833373660929404,0.0,0.6279234207230632,0.8576270003526144,0.0,0.7657491330510203,0.4164968797107407,0.9227137594045369,0.7069843474109561,0.7861094722127778,0.8028798543616625,0.8679758614668869,0.6539752025985861,0.7230272531649138,0.9709290059995136,0.6282448864793393,0.0,0.6059901396271371,0.5677256722193874,0.7114999678972362,0.7060700592445776,0.7188058441423104,0.3852356612206768,0.9365838054292772,0.8061683877031055,0.8389295619433306,0.7222650016966011,0.0,0.8073449164216242,0.8426259291672386,0.8161873294388782,0.0,0.6983711314789911,0.7936726308206532,0.8532687187151866,0.6394557730633523,0.6597426594605862,0.8912624505747451,0.8786602049940826,0.8186778959847947,0.9559140281391526,0.69173644718009,0.9654902752576572
8,CT11Z3,0.18298252416164934,0.18524769719956033,0.18843584197688706,0.19353397260689273,0.20279491746209086,0.20733324094199693,0.18173885050015637,0.9970596237540276,0.8958549653703942,0.9895375984969444,1.0,0.4983336731541304,0.9906024513719964,1.0,0.9953081855915852,0.9617620105675956,1.0,1.0,1.0,0.7582770771044296,1.0,1.0,0.9740173153481684,0.9721262050736348,0.9640070359617317,0.992463939563112,1.0,0.9709290059995136,0.9819099308157424,0.0,0.8352377592537349,0.6495452369600349,0.7114999678972362,1.0,0.7188058441423104,1.0,1.0,1.0,0.9739361704656916,0.9609876937166356,1.0,0.8073449164216242,0.9032926773227904,0.6281348274656112,0.0,0.9786288213551028,0.0,0.9320799152127148,0.4920311079189424,0.938570554180026,1.0,0.8786602049940826,1.0,1.0,0.9587181136295552,1.0
9,CT11Z4,0.3555562842098322,0.34096735183184107,0.35720365872038523,0.3602720833466342,0.36314102665736403,0.3362863475199143,0.2740698878201479,0.5178336112908686,0.8958549653703942,0.41081772240338776,0.5119298703930664,0.6782726419440781,0.4347321655076556,0.4978089568767414,0.0,0.5373218395267578,0.2858783155146808,0.0,0.4750134096433956,0.6083019297875242,0.0,0.7069843474109561,0.5376348823125965,0.5106881540333389,0.0,0.4285371507672465,0.3831360590451885,0.0,0.40402598294315584,1.0,0.4955196704218486,0.2775376108865744,0.22123361712143125,0.4970752568622038,0.501913996977768,1.0,0.0,0.4624779591891003,0.0,0.471329101391097,0.0,0.5591489208916905,0.40795306613654203,0.6281348274656112,0.0,0.5193898570487193,0.5336793821405685,0.32875681328018025,0.4920311079189424,0.0,0.8912624505747451,0.5332775262994239,0.4822800973705745,0.0,0.5215713996244821,0.0
10,CT11Z5,0.19974249885652082,0.19952522229772363,0.20138281966600158,0.203227524689615,0.21005475281539343,0.19587793031267958,0.16696297328796073,0.4673039256611716,0.8958549653703942,0.3868720660362744,0.5119298703930664,0.4003897078523811,0.4347321655076556,0.4229484045891912,0.0,0.6948886616994506,0.2858783155146808,0.0,0.5285178057343938,0.6083019297875242,0.0,0.8203796574436283,0.0,0.0,0.0,0.29592808497933004,0.43356083561659975,0.9366664269709216,0.45612692218784495,0.0,0.7920130313476322,0.154295899716664,0.6052804004290584,0.7060700592445776,0.501913996977768,0.7616392520099136,0.0,0.3828989714113341,0.5460719120052526,0.5655501883954692,0.0,0.38624462782318175,0.2765988032515416,0.43422350020725387,0.0,0.5600736405752124,0.7936726308206532,0.32875681328018025,0.3139449181142961,0.7242611910460774,0.0,0.0,0.5739856167982562,0.0,0.7570198105000773,0.0
11,CT11Z8,0.44093205497889376,0.44163206279411854,0.4423880905457322,0.4480709626365196,0.4572978189552772,0.4076840492517854,0.342887171807511,0.5291949983942352,0.8958549653703942,0.3308361507257659,0.5119298703930664,0.59048653531861,0.4347321655076556,0.4748320162145512,0.0,0.5373218395267578,0.0,0.0,0.4081783969744284,0.4164968797107407,0.0,0.5080108692258151,0.3480584601620929,0.0,0.0,0.3744242991915989,0.3086211707748111,0.0,0.40402598294315584,1.0,0.4501863201201385,0.2775376108865744,0.22123361712143125,0.4970752568622038,0.3772902888058338,0.9278526496321108,0.0,0.3828989714113341,0.0,0.2961115336107552,0.0,0.5591489208916905,0.4657836271616805,0.6281348274656112,0.0,0.4750158067309167,0.5336793821405685,0.32875681328018025,0.6394557730633523,0.0,0.0,0.0,0.4822800973705745,0.0,0.0,0.0
12,CT11Z9,0.18371295292066167,0.18581225173419014,0.1878145749758402,0.18865310485261308,0.1948938001918621,0.1806092402925541,0.15351330919985098,0.4673039256611716,0.0,0.3308361507257659,0.0,0.7625862357262301,0.0,0.5767156051814188,0.0,0.3804449663719556,0.6593308340759279,0.0,0.4081783969744284,0.4164968797107407,0.6721398057493213,0.0,0.6014073217068243,0.5106881540333389,0.0,0.5378151942210772,0.6010785950989318,0.0,0.40402598294315584,0.0,0.4501863201201385,0.5677256722193874,0.4913455350449753,0.4970752568622038,0.501913996977768,0.3852356612206768,0.0,0.5284696059945277,0.0,0.2961115336107552,0.0,0.38624462782318175,0.6912226500263796,0.8161873294388782,0.0,0.4750158067309167,0.5336793821405685,0.546436384539879,0.6394557730633523,0.4581038752925969,0.0,0.0,0.0,0.0,0.5215713996244821,0.0
13,CT12Z1,0.09342198739957373,0.09383588893141709,0.09518849121701195,0.0978761367659681,0.10343446180560893,0.1027487401152034,0.08409061764417523,0.8490173783536858,0.7663348042071384,0.8510181336229162,0.9352981725663936,0.6782726419440781,0.9148985720073296,0.9014545948901704,0.0,0.7729234817085341,0.8576270003526144,0.9782713555855894,0.8136425830485094,0.4164968797107407,0.9227137594045369,0.7069843474109561,0.8224871320585159,0.8419755243578473,0.9640070359617317,0.8036492113545575,0.8256846061484704,0.9885112861272406,0.7767449160367252,0.0,0.6059901396271371,0.38414049092067815,0.7114999678972362,0.7060700592445776,0.6144618545247549,0.3852356612206768,0.9781617597333156,0.8061683877031055,0.8789880244352815,0.7516152891167217,0.0,0.8073449164216242,0.800899715878845,0.8161873294388782,0.0,0.7286309120562146,0.7936726308206532,0.8312790348078536,0.4920311079189424,0.8250144820434531,1.0,1.0,0.8737849121172843,1.0,0.9145270021478908,0.9654902752576572
14,CT12Z2,0.39533690564874296,0.3947402688213534,0.4009874205725646,0.403901288937394,0.42290277611593813,0.39364276358175876,0.3084495388349237,0.8738964557691095,0.7663348042071384,0.8294455597536928,0.9352981725663936,0.7625862357262301,0.9148985720073296,0.9190267311438122,0.0,0.6634448752181514,0.8921346808970494,0.9516487811553824,0.7396512958847377,0.4164968797107407,0.9227137594045369,0.7069843474109561,0.8224871320585159,0.8419755243578473,0.9212017940733644,0.7913114230364992,0.8256846061484704,0.9366664269709216,0.6977293584909142,0.0,0.6665192279073766,0.4798643732484256,0.6052804004290584,0.7060700592445776,0.7188058441423104,0.5425109682836624,0.9365838054292772,0.8765131395706526,0.8789880244352815,0.7653908955184259,0.0,0.8073449164216242,0.8426259291672386,0.8161873294388782,0.0,0.7286309120562146,0.7936726308206532,0.8532687187151866,0.4920311079189424,0.6597426594605862,1.0,1.0,0.8737849121172843,1.0,0.9145270021478908,0.9654902752576572
15,CT12Z3,0.4767415527631001,0.47906896556149586,0.4809289327654683,0.4862821166041852,0.4941763259694235,0.505670200839892,0.4865605185090682,1.0,0.8958549653703942,0.978769234989768,1.0,0.4983336731541304,0.9906024513719964,0.9767903638175026,0.9953081855915852,0.9340024623259008,0.9911489850339148,1.0,1.0,0.6083019297875242,1.0,0.9706008190382132,0.9740173153481684,0.9721262050736348,0.9640070359617317,0.9847983072349232,0.9607423751599348,0.9709290059995136,0.975677144799037,0.0,0.7920130313476322,0.6495452369600349,0.9078430533457936,1.0,0.501913996977768,1.0,1.0,1.0,0.9739361704656916,0.9609876937166356,1.0,0.8073449164216242,0.9230489649967508,0.6281348274656112,0.0,0.9567483611322248,0.0,1.0,0.4920311079189424,0.9703699358971868,1.0,1.0,0.9898015105497252,1.0,0.9587181136295552,1.0
16,CT12Z5,0.17017781440203394,0.1725986767733657,0.17556558250526014,0.17679835219553225,0.18348268180463298,0.15201538356283914,0.12563834843006702,0.5178336112908686,0.8958549653703942,0.41081772240338776,0.5119298703930664,0.4003897078523811,0.4347321655076556,0.4500260745431408,0.0,0.6634448752181514,0.2858783155146808,0.0,0.5285178057343938,0.4164968797107407,0.0,0.7690163589009364,0.0,0.0,0.0,0.3744242991915989,0.3831360590451885,0.9366664269709216,0.4965652681664754,1.0,0.7203320372785803,0.154295899716664,0.6052804004290584,0.7060700592445776,0.501913996977768,0.8491132138759051,0.0,0.3828989714113341,0.5460719120052526,0.5379934940772921,0.0,0.5591489208916905,0.2765988032515416,0.43422350020725387,0.0,0.5600736405752124,0.7936726308206532,0.32875681328018025,0.4920311079189424,0.6597426594605862,0.8912624505747451,0.0,0.4822800973705745,0.0,0.6155111892669061,0.0
17,CT12Z9,0.16663363132323072,0.1685799263999094,0.16902437870161283,0.1709458406681302,0.17655841172535092,0.16131343900673042,0.1361965245922723,0.4808028937235666,0.0,0.3868720660362744,0.0,0.59048653531861,0.0,0.5767156051814188,0.0,0.3804449663719556,0.6790590610437137,0.0,0.4750134096433956,0.6083019297875242,0.6721398057493213,0.5080108692258151,0.70365699623295,0.7118626424434644,0.0,0.5378151942210772,0.6010785950989318,0.0,0.40402598294315584,0.0,0.4501863201201385,0.5677256722193874,0.6052804004290584,0.4970752568622038,0.7188058441423104,0.3852356612206768,0.0,0.5284696059945277,0.5460719120052526,0.2961115336107552,0.0,0.5591489208916905,0.6912226500263796,0.8161873294388782,0.0,0.5193898570487193,0.5336793821405685,0.546436384539879,0.6394557730633523,0.4581038752925969,0.0,0.0,0.0,0.0,0.6155111892669061,0.8335873056661877
18,CT13Z1,0.09854319408557016,0.09936351685699898,0.09944983554769002,0.10181677098621338,0.10452725239904266,0.10419925869844254,0.08843388563016345,0.963255893691824,0.7663348042071384,0.946410835611942,1.0,0.59048653531861,0.9906024513719964,0.9688615464853156,0.9923682599442764,0.8713714613018315,0.9241322034291952,0.9782713555855894,0.8966500825460316,0.6083019297875242,0.9227137594045369,0.8645807454414274,0.8882424869882732,0.9113867285930805,1.0,0.9527229562193522,0.8743107322325057,0.9885112861272406,0.9065329245842674,0.0,0.6372370997851189,0.2775376108865744,0.6052804004290584,0.8657513250608071,0.501913996977768,0.3852356612206768,1.0,0.8422182351907141,0.9454928414254836,0.8702198442786404,1.0,0.9083168809685992,0.8426259291672386,0.8161873294388782,0.0,0.8382143027554928,0.5336793821405685,0.9320799152127148,0.4920311079189424,0.9703699358971868,1.0,1.0,0.9681570316984892,1.0,0.9145270021478908,0.9654902752576572
19,CT13Z2,0.13082735533465148,0.13149206891021104,0.13205205204040202,0.1348564034249865,0.13985739622121915,0.13588423404218652,0.11075970329088876,0.9084391951680354,0.7663348042071384,0.9064260060736165,1.0,0.7625862357262301,0.9809042531071636,0.9767903638175026,0.0,0.8158459041131483,0.9635825155070924,0.9782713555855894,0.8136425830485094,0.6083019297875242,0.9227137594045369,0.7069843474109561,0.8224871320585159,0.9426707400973812,1.0,0.8900002678978067,0.8817697995165951,0.9709290059995136,0.7767449160367252,0.0,0.7203320372785803,0.4798643732484256,0.7114999678972362,0.8657513250608071,0.6144618545247549,0.5425109682836624,0.9781617597333156,0.9406827057549738,0.9454928414254836,0.7653908955184259,0.0,0.8073449164216242,0.8833105612488079,0.8161873294388782,0.0,0.8382143027554928,0.7936726308206532,0.8532687187151866,0.4920311079189424,0.7242611910460774,1.0,1.0,0.9045481833423654,1.0,0.9145270021478908,0.9654902752576572
20,CT13Z3,0.21688563564593055,0.22490193037669137,0.22415099322556697,0.22872932246890226,0.2515600630179749,0.245249236762665,0.20686006000721638,0.9850855272436068,0.8958549653703942,0.9841928837182812,1.0,0.2940704090796349,0.9906024513719964,0.9608312065763752,1.0000000000000002,0.9876609572963636,0.9821343000528028,1.0,1.0,0.7582770771044296,1.0,1.0,0.8882424869882732,0.9426707400973812,0.9640070359617317,0.9847983072349232,0.9487257023588546,0.9709290059995136,0.9880387147460435,0.0,0.8557403363339119,0.6495452369600349,0.7114999678972362,0.8657513250608071,0.0,0.9278526496321108,1.0,0.8765131395706526,0.9739361704656916,0.9443477904810322,1.0,0.8073449164216242,0.800899715878845,0.43422350020725387,0.0,0.9786288213551028,0.0,0.8943090430264135,0.4920311079189424,0.938570554180026,1.0,0.7315741961238946,1.0,1.0,0.9587181136295552,1.0
