,entity_id,[0-3],[12-15],[16-19],[20-23],[4-7],[8-11],Restaurants,Shopping centres,Shops,Fairs and Markets,Petrol station,Cafes,Hotels,Wine Cellars & Quintas,Museums & Thematic Centres,Local accommodations,Fado houses,Religious temples,Tea house,Police stations and fire station,"Libraries, archives and documentation centres",Guest houses,Youth hostels,Club,Bar,"Statues, Sculptures & Fountains",Bridges,Monuments,"Casinos, bingo and arcade",Exhibition centers & art galleries,"Hospitals, health centres and clinics",Gardens and Parks,Concert halls,Car assistance,Embassies and consulates,Tourism offices,Rentals,Theatres,Tourist apartments,"Airports, Airfields and Heliports","Spas, saunas and hot springs",Pharmacies,Post offices,Beaches,Car park,Cemeteries,Transport company,Sports facility,View points,Cinema,Citizens advice,Roads and squares,Ice cream parlor,Education,Services
0,CT10Z2,0.06070904917092332,0.17097222450656094,0.17689273034277003,0.12843256089273647,0.06645822338835922,0.16728431332516047,0.7784453653403659,0.7663348042071384,0.7059770325160043,0.8615070860748077,0.7625862357262301,0.8449504736647417,0.771439654035132,0.0,0.5867876786826429,0.7483663285007046,0.0,0.7396512958847377,0.0,0.6721398057493213,0.7690163589009364,0.70365699623295,0.6569759585903938,0.8679758614668869,0.5378151942210772,0.6010785950989318,0.9709290059995136,0.6282448864793393,0.0,0.6059901396271371,0.4798643732484256,0.7114999678972362,0.7060700592445776,0.6144618545247549,0.3852356612206768,0.0,0.6842383564842015,0.8389295619433306,0.634432389568694,0.0,0.8073449164216242,0.800899715878845,0.8161873294388782,0.0,0.5600736405752124,0.7936726308206532,0.7577123353550765,0.6394557730633523,0.6597426594605862,0.0,0.8786602049940826,0.7148416235355517,0.8790591292135999,0.69173644718009,0.9168301881558234
1,CT10Z3,0.08365723918679062,0.29223690292678367,0.2809838148429009,0.17241457490151063,0.15946820429074296,0.34995590398638676,0.8083155113490472,0.7663348042071384,0.8404029403644178,0.9352981725663936,0.59048653531861,0.9269970628814174,0.9276214742747984,0.0,0.6279234207230632,0.8921346808970494,0.0,0.6818456255519656,0.7582770771044296,0.9227137594045369,0.6269620989119139,0.7861094722127778,0.8419755243578473,0.9640070359617317,0.8802005577768031,0.7786731734821418,0.0,0.6073557426663909,0.0,0.6941396896693038,0.7265250662901479,0.6052804004290584,0.8657513250608071,0.8170459762141051,0.5425109682836624,0.0,0.7276009691288996,0.9141095676731372,0.634432389568694,0.0,0.5591489208916905,0.9032926773227904,1.0,0.0,0.7854573083167586,0.5336793821405685,0.5920261519508633,0.4920311079189424,0.57762279715789,1.0,0.8786602049940826,0.8385191787754438,0.9559140281391526,1.0000000000000002,0.9654902752576572
2,CT10Z4,0.06300134923359073,0.3223467665688397,0.35791094083380937,0.19033832454409355,0.0640627324451969,0.27270551380204566,0.5291949983942352,0.8958549653703942,0.41081772240338776,0.5119298703930664,0.59048653531861,0.4347321655076556,0.519274700857808,0.0,0.5867876786826429,0.2858783155146808,0.0,0.4081783969744284,0.6083019297875242,0.0,0.7069843474109561,0.3480584601620929,0.3950115486675549,0.0,0.3744242991915989,0.3831360590451885,0.0,0.40402598294315584,1.0,0.4501863201201385,0.154295899716664,0.36612939497019625,0.4970752568622038,0.501913996977768,1.0,0.0,0.4624779591891003,0.0,0.471329101391097,0.0,0.6933609615051988,0.40795306613654203,0.6281348274656112,0.0,0.5193898570487193,0.5336793821405685,0.32875681328018025,0.4920311079189424,0.0,0.8912624505747451,0.5332775262994239,0.4822800973705745,0.0,0.5215713996244821,0.0
3,CT10Z5,0.039921877837978355,0.3335320828133012,0.2712240562600842,0.16076791126804135,0.16918268924125074,0.3486025806900139,0.4673039256611716,0.8958549653703942,0.3868720660362744,0.5119298703930664,0.4003897078523811,0.4347321655076556,0.4229484045891912,0.0,0.6948886616994506,0.2858783155146808,0.0,0.5285178057343938,0.6083019297875242,0.0,0.8203796574436283,0.0,0.0,0.0,0.29592808497933004,0.43356083561659975,0.9366664269709216,0.4965652681664754,0.0,0.7920130313476322,0.154295899716664,0.6052804004290584,0.7060700592445776,0.501913996977768,0.7616392520099136,0.0,0.3828989714113341,0.5460719120052526,0.5655501883954692,0.0,0.38624462782318175,0.2765988032515416,0.43422350020725387,0.0,0.5600736405752124,0.7936726308206532,0.32875681328018025,0.3139449181142961,0.7242611910460774,0.8912624505747451,0.0,0.5739856167982562,0.0,0.7570198105000773,0.0
4,CT10Z8,0.13421479932970892,0.313973403124191,0.30371590835731055,0.2389591084666728,0.16547672763820187,0.3085584831915361,0.4808028937235666,0.7663348042071384,0.278303801041661,0.5119298703930664,0.59048653531861,0.0,0.4500260745431408,0.0,0.5373218395267578,0.0,0.0,0.4081783969744284,0.4164968797107407,0.0,0.5080108692258151,0.3480584601620929,0.0,0.0,0.3744242991915989,0.3086211707748111,0.0,0.40402598294315584,1.0,0.4501863201201385,0.154295899716664,0.22123361712143125,0.4970752568622038,0.3772902888058338,0.8491132138759051,0.0,0.3828989714113341,0.0,0.0,0.0,0.5591489208916905,0.4657836271616805,0.8161873294388782,0.0,0.3695876815289153,0.5336793821405685,0.32875681328018025,0.6394557730633523,0.0,0.0,0.0,0.4822800973705745,0.0,0.0,0.0
5,CT10Z9,0.09382473719674052,0.2772800047252143,0.2790443271478678,0.2078419403898895,0.09548873069260758,0.25961916191282836,0.453117665934764,0.0,0.25781881010348706,0.0,0.7625862357262301,0.0,0.5767156051814188,0.0,0.3804449663719556,0.6593308340759279,0.0,0.4081783969744284,0.4164968797107407,0.6721398057493213,0.0,0.5376348823125965,0.5106881540333389,0.0,0.5378151942210772,0.6010785950989318,0.0,0.40402598294315584,0.0,0.4501863201201385,0.4798643732484256,0.4913455350449753,0.4970752568622038,0.501913996977768,0.3852356612206768,0.0,0.4624779591891003,0.0,0.2961115336107552,0.0,0.38624462782318175,0.7138449861875106,0.8161873294388782,0.0,0.4750158067309167,0.5336793821405685,0.546436384539879,0.6394557730633523,0.4581038752925969,0.0,0.0,0.0,0.0,0.5215713996244821,0.0
6,CT11Z1,0.15620684843497545,0.27073735139392713,0.2975079522402884,0.23858053280537989,0.11273536861849065,0.2583651151785267,0.8359371504982832,0.7663348042071384,0.8064007830915383,0.8615070860748077,0.7625862357262301,0.88902001959852,0.8740599094052662,0.0,0.7490762739886335,0.8454765933104879,0.9516487811553824,0.8136425830485094,0.4164968797107407,0.9227137594045369,0.7069843474109561,0.7861094722127778,0.8028798543616625,0.8679758614668869,0.6724593621812632,0.7786731734821418,0.9885112861272406,0.7125541104319171,0.0,0.6372370997851189,0.4798643732484256,0.7114999678972362,0.7060700592445776,0.6144618545247549,0.3852356612206768,0.9365838054292772,0.7276009691288996,0.8789880244352815,0.7372609574909066,0.0,0.8073449164216242,0.821899634681619,0.8161873294388782,0.0,0.6666500157759387,0.7936726308206532,0.7836854938226865,0.4920311079189424,0.7242611910460774,0.8912624505747451,0.8786602049940826,0.8568055616826337,0.9559140281391526,0.69173644718009,0.9654902752576572
7,CT11Z2,0.2952341040112903,0.5361490330476785,0.5380468409908349,0.4549809610218305,0.31660110079055365,0.537543229162583,0.840347981449728,0.7663348042071384,0.761772590698136,0.8615070860748077,0.7625862357262301,0.8604559978004206,0.8833373660929404,0.0,0.6279234207230632,0.8576270003526144,0.0,0.7657491330510203,0.4164968797107407,0.9227137594045369,0.7069843474109561,0.7861094722127778,0.8028798543616625,0.8679758614668869,0.6539752025985861,0.7230272531649138,0.9709290059995136,0.6282448864793393,0.0,0.6059901396271371,0.5677256722193874,0.7114999678972362,0.7060700592445776,0.7188058441423104,0.3852356612206768,0.9365838054292772,0.8061683877031055,0.8389295619433306,0.7222650016966011,0.0,0.8073449164216242,0.8426259291672386,0.8161873294388782,0.0,0.6983711314789911,0.7936726308206532,0.8532687187151866,0.6394557730633523,0.6597426594605862,0.8912624505747451,0.8786602049940826,0.8186778959847947,0.9559140281391526,0.69173644718009,0.9654902752576572
8,CT11Z3,0.15015763031005425,0.2395496994761204,0.24922402602938687,0.20465641017342795,0.0955882577442044,0.21116715756614945,0.9970596237540276,0.8958549653703942,0.9895375984969444,1.0,0.4983336731541304,0.9906024513719964,1.0,0.9953081855915852,0.9617620105675956,1.0,1.0,1.0,0.7582770771044296,1.0,1.0,0.9740173153481684,0.9721262050736348,0.9640070359617317,0.992463939563112,1.0,0.9709290059995136,0.9819099308157424,0.0,0.8352377592537349,0.6495452369600349,0.7114999678972362,1.0,0.7188058441423104,1.0,1.0,1.0,0.9739361704656916,0.9609876937166356,1.0,0.8073449164216242,0.9032926773227904,0.6281348274656112,0.0,0.9786288213551028,0.0,0.9320799152127148,0.4920311079189424,0.938570554180026,1.0,0.8786602049940826,1.0,1.0,0.9587181136295552,1.0
9,CT11Z4,0.11092997353700916,0.5226923160838588,0.5118359010473037,0.32833104622252984,0.11816388080254112,0.46771138871139406,0.5178336112908686,0.8958549653703942,0.41081772240338776,0.5119298703930664,0.6782726419440781,0.4347321655076556,0.4978089568767414,0.0,0.5373218395267578,0.2858783155146808,0.0,0.4750134096433956,0.6083019297875242,0.0,0.7069843474109561,0.5376348823125965,0.5106881540333389,0.0,0.4285371507672465,0.3831360590451885,0.0,0.40402598294315584,1.0,0.4955196704218486,0.2775376108865744,0.22123361712143125,0.4970752568622038,0.501913996977768,1.0,0.0,0.4624779591891003,0.0,0.471329101391097,0.0,0.5591489208916905,0.40795306613654203,0.6281348274656112,0.0,0.5193898570487193,0.5336793821405685,0.32875681328018025,0.4920311079189424,0.0,0.8912624505747451,0.5332775262994239,0.4822800973705745,0.0,0.5215713996244821,0.0
